,Disease,Combined_Symptoms,Precaution_1,Precaution_2,Precaution_3,Precaution_4
2131,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2132,Gastroenteritis," sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2133,Gastroenteritis," vomiting,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2134,Gastroenteritis," vomiting,  sunken_eyes,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2135,Gastroenteritis," vomiting,  sunken_eyes,  dehydration",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2136,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2137,Gastroenteritis," sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2138,Gastroenteritis," vomiting,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2139,Gastroenteritis," vomiting,  sunken_eyes,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
2140,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2141,Bronchial Asthma," cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2142,Bronchial Asthma," fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2143,Bronchial Asthma," fatigue,  cough,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2144,Bronchial Asthma," fatigue,  cough,  high_fever,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2145,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2146,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2147,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2148,Bronchial Asthma," cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2149,Bronchial Asthma," fatigue,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
2150,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2151,Hypertension ," chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2152,Hypertension ," headache,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2153,Hypertension ," headache,  chest_pain,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2154,Hypertension ," headache,  chest_pain,  dizziness,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2155,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance",meditation,salt baths,reduce stress,get proper sleep
2156,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2157,Hypertension ," chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2158,Hypertension ," headache,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2159,Hypertension ," headache,  chest_pain,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
2160,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2161,Migraine," indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2162,Migraine," acidity,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2163,Migraine," acidity,  indigestion,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2164,Migraine," acidity,  indigestion,  headache,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2165,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2166,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2167,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2168,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2169,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability",meditation,reduce stress,use poloroid glasses in sun,consult doctor
2170,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2171,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2172,Cervical spondylosis," weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2173,Cervical spondylosis," back_pain,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2174,Cervical spondylosis," back_pain,  weakness_in_limbs,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2175,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2176,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2177,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2178,Cervical spondylosis," weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2179,Cervical spondylosis," back_pain,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
2180,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2181,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2182,Paralysis (brain hemorrhage)," headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2183,Paralysis (brain hemorrhage)," vomiting,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2184,Paralysis (brain hemorrhage)," vomiting,  headache,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2185,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side",massage,eat healthy,exercise,consult doctor
2186,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2187,Paralysis (brain hemorrhage)," headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2188,Paralysis (brain hemorrhage)," vomiting,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2189,Paralysis (brain hemorrhage)," vomiting,  headache,  altered_sensorium",massage,eat healthy,exercise,consult doctor
2190,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2191,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2192,Jaundice," vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2193,Jaundice,"itching,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2194,Jaundice,"itching,  vomiting,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2195,Jaundice,"itching,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2196,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2197,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2198,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2199,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
2200,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2201,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2202,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2203,Malaria," vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2204,Malaria," chills,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2205,Malaria," chills,  vomiting,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2206,Malaria," chills,  vomiting,  high_fever,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2207,Malaria," chills,  vomiting,  high_fever,  sweating,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2208,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2209,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
2210,Chicken pox,"itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
2211,Chicken pox," skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
2212,Chicken pox,"itching,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
2213,Chicken pox,"itching,  skin_rash,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
